month,date,vol,vol_unadj,age_group
172,2014-05,1819894469.558694,1263154843.434344,Age 45-64
172,2014-05,3321097440.107866,2960686264.646465,Age 30-44
172,2014-05,5240120004.873397,2970845817.171717,Younger than 30
172,2014-05,84458291.86328782,57598956.56565656,Age 65 and older
173,2014-06,115242575.7137183,87858018.6868687,Age 65 and older
173,2014-06,2097376472.451857,1477498432.828282,Age 45-64
173,2014-06,3332254384.68925,2938550012.626262,Age 30-44
173,2014-06,5128837340.762848,3056044663.636363,Younger than 30
174,2014-07,111101288.0463005,123938266.1616162,Age 65 and older
174,2014-07,2132234269.591131,1754114945.959595,Age 45-64
174,2014-07,3894275749.203267,3743411602.020203,Age 30-44
174,2014-07,5370934363.140706,4223749669.69697,Younger than 30
175,2014-08,128100564.5584761,315490325.7575759,Age 65 and older
175,2014-08,2169226764.914184,6034151204.040403,Age 45-64
175,2014-08,3722943716.662622,7304365199.49495,Age 30-44
175,2014-08,5300288478.82389,19997954108.08081,Younger than 30
176,2014-09,120385989.3147324,218680667.6767676,Age 65 and older
176,2014-09,2210785307.542326,4699788390.404039,Age 45-64
176,2014-09,4095000021.336584,6761982901.010102,Age 30-44
176,2014-09,5524097225.131682,13189143262.62626,Younger than 30
177,2014-10,2140405044.473659,2027985009.090909,Age 45-64
177,2014-10,4026624755.954551,4103233447.474748,Age 30-44
177,2014-10,5452209997.915193,4927821519.191918,Younger than 30
177,2014-10,94164323.77912086,96958934.34343436,Age 65 and older
178,2014-11,124820522.7602082,91394302.52525254,Age 65 and older
178,2014-11,2160761749.448505,1413854400.505051,Age 45-64
178,2014-11,4021849459.136833,2736816648.9899,Age 30-44
178,2014-11,5015284367.205748,2876548058.585858,Younger than 30
179,2014-12,160634622.4290073,90877150.00000001,Age 65 and older
179,2014-12,2790284811.345985,1601724044.444444,Age 45-64
179,2014-12,5444408506.973067,3578646462.626262,Age 30-44
179,2014-12,6546311355.268307,3259070110.606062,Younger than 30
180,2015-01,141298712.30529,110926125.2525253,Age 65 and older
180,2015-01,2381623493.373111,1939797344.949495,Age 45-64
180,2015-01,4163747686.713749,3911633308.585858,Age 30-44
180,2015-01,5700572079.485888,3979250791.919191,Younger than 30
181,2015-02,150916614.7191173,96233453.03030303,Age 65 and older
