month,date,num,num_unadj
268,2022-05,570725.4716358912,621062.1212121214
269,2022-06,541989.8792246828,592058.0808080808
270,2022-07,479878.6062200016,496441.9191919196
271,2022-08,464542.1617585944,522189.3939393942
272,2022-09,439353.9215763814,466112.6262626261
273,2022-10,384945.7983925567,404520.202020202
274,2022-11,358993.6231852552,332562.6262626264
275,2022-12,352174.1972569857,335757.0707070709
276,2023-01,323066.2702844869,250201.0101010101
277,2023-02,337961.6069791048,281146.9696969697
278,2023-03,366936.0966387006,381893.4343434342
279,2023-04,346184.6351338772,352835.3535353536
280,2023-05,378977.2987445546,418201.5151515154
281,2023-06,403344.2935332108,441553.5353535353
282,2023-07,372532.9759136695,382246.9696969695
283,2023-08,371586.877238739,420395.9595959596
284,2023-09,338489.7675535244,357204.5454545454
285,2023-10,322586.5917262731,338275.7575757576
286,2023-11,326195.4093612523,300679.7979797981
287,2023-12,307965.2433591824,292546.4646464647
288,2024-01,340121.2151535015,260279.7979797981
289,2024-02,364459.0895810627,302732.8282828284
290,2024-03,340971.722620738,354778.787878788
291,2024-04,372240.0146188584,380402.0202020201
292,2024-05,372672.7700903886,417432.8282828286
293,2024-06,353112.5473773584,387608.0808080808
294,2024-07,417477.6166087902,426654.5454545456
295,2024-08,380397.4615957405,432509.595959596
296,2024-09,380343.7166960004,400582.8282828283
297,2024-10,442242.4818927413,462415.6565656564
298,2024-11,413385.0458419325,379771.7171717171
299,2024-12,403411.4405328276,382244.9494949495
300,2025-01,384678.1485250993,291773.4655832531
301,2025-02,363261.4967208015,301337.5082905207
302,2025-03,366295.9172134792,380356.2803760453
303,2025-04,416412.0808951912,427111.7874700518
304,2025-05,390325.6137782348,440467.2353275288
305,2025-06,391561.6447276296,430952.3363709025
